gen,nd_rank,GDP,GHG,theta_filename,A_filename
158,23,55.0008,892.797,gen0158_theta_nd_0023.npy,gen0158_A_nd_0023.npy
158,24,55.4607,893.948,gen0158_theta_nd_0024.npy,gen0158_A_nd_0024.npy
158,25,51.0234,885.561,gen0158_theta_nd_0025.npy,gen0158_A_nd_0025.npy
158,26,63.4443,908.244,gen0158_theta_nd_0026.npy,gen0158_A_nd_0026.npy
158,27,47.0587,879.343,gen0158_theta_nd_0027.npy,gen0158_A_nd_0027.npy
158,28,61.316,904.648,gen0158_theta_nd_0028.npy,gen0158_A_nd_0028.npy
158,29,50.7548,884.998,gen0158_theta_nd_0029.npy,gen0158_A_nd_0029.npy
158,30,60.7296,903.751,gen0158_theta_nd_0030.npy,gen0158_A_nd_0030.npy
158,31,53.6929,890.818,gen0158_theta_nd_0031.npy,gen0158_A_nd_0031.npy
158,32,53.2953,890.449,gen0158_theta_nd_0032.npy,gen0158_A_nd_0032.npy
158,33,63.7601,908.776,gen0158_theta_nd_0033.npy,gen0158_A_nd_0033.npy
158,34,57.4789,897.558,gen0158_theta_nd_0034.npy,gen0158_A_nd_0034.npy
158,35,49.8982,882.955,gen0158_theta_nd_0035.npy,gen0158_A_nd_0035.npy
158,36,54.6965,892.173,gen0158_theta_nd_0036.npy,gen0158_A_nd_0036.npy
158,37,49.6589,882.539,gen0158_theta_nd_0037.npy,gen0158_A_nd_0037.npy
158,38,63.0902,907.504,gen0158_theta_nd_0038.npy,gen0158_A_nd_0038.npy
158,39,49.2315,881.54,gen0158_theta_nd_0039.npy,gen0158_A_nd_0039.npy
158,40,52.6241,888.563,gen0158_theta_nd_0040.npy,gen0158_A_nd_0040.npy
158,41,55.3078,893.224,gen0158_theta_nd_0041.npy,gen0158_A_nd_0041.npy
158,42,52.4189,888.185,gen0158_theta_nd_0042.npy,gen0158_A_nd_0042.npy
158,43,59.214,900.888,gen0158_theta_nd_0043.npy,gen0158_A_nd_0043.npy
158,44,56.0595,894.956,gen0158_theta_nd_0044.npy,gen0158_A_nd_0044.npy
158,45,62.5377,906.838,gen0158_theta_nd_0045.npy,gen0158_A_nd_0045.npy
158,46,58.9873,900.074,gen0158_theta_nd_0046.npy,gen0158_A_nd_0046.npy
158,47,51.7422,887.11,gen0158_theta_nd_0047.npy,gen0158_A_nd_0047.npy
158,48,46.428,878.659,gen0158_theta_nd_0048.npy,gen0158_A_nd_0048.npy
158,49,59.8328,902.013,gen0158_theta_nd_0049.npy,gen0158_A_nd_0049.npy
158,50,60.1959,902.508,gen0158_theta_nd_0050.npy,gen0158_A_nd_0050.npy
158,51,54.0492,891.173,gen0158_theta_nd_0051.npy,gen0158_A_nd_0051.npy
158,52,58.5639,899.781,gen0158_theta_nd_0052.npy,gen0158_A_nd_0052.npy
158,53,59.4808,901.566,gen0158_theta_nd_0053.npy,gen0158_A_nd_0053.npy
158,54,55.7679,894.433,gen0158_theta_nd_0054.npy,gen0158_A_nd_0054.npy
158,55,51.3608,886.149,gen0158_theta_nd_0055.npy,gen0158_A_nd_0055.npy
158,56,50.4497,884.069,gen0158_theta_nd_0056.npy,gen0158_A_nd_0056.npy
158,57,48.8948,880.994,gen0158_theta_nd_0057.npy,gen0158_A_nd_0057.npy
158,58,59.3103,901.449,gen0158_theta_nd_0058.npy,gen0158_A_nd_0058.npy
158,59,50.7157,884.755,gen0158_theta_nd_0059.npy,gen0158_A_nd_0059.npy
158,60,51.0113,885.347,gen0158_theta_nd_0060.npy,gen0158_A_nd_0060.npy
159,0,55.3078,893.224,gen0159_theta_nd_0000.npy,gen0159_A_nd_0000.npy
159,1,53.6929,890.818,gen0159_theta_nd_0001.npy,gen0159_A_nd_0001.npy
159,2,61.8119,905.106,gen0159_theta_nd_0002.npy,gen0159_A_nd_0002.npy
159,3,50.0824,883.433,gen0159_theta_nd_0003.npy,gen0159_A_nd_0003.npy
159,4,55.9709,894.153,gen0159_theta_nd_0004.npy,gen0159_A_nd_0004.npy
159,5,54.0492,891.173,gen0159_theta_nd_0005.npy,gen0159_A_nd_0005.npy
159,6,56.4123,894.988,gen0159_theta_nd_0006.npy,gen0159_A_nd_0006.npy
159,7,53.2953,890.449,gen0159_theta_nd_0007.npy,gen0159_A_nd_0007.npy
159,8,61.4037,904.504,gen0159_theta_nd_0008.npy,gen0159_A_nd_0008.npy
159,9,48.1579,879.657,gen0159_theta_nd_0009.npy,gen0159_A_nd_0009.npy
159,10,53.1141,889.767,gen0159_theta_nd_0010.npy,gen0159_A_nd_0010.npy
159,11,62.2353,905.673,gen0159_theta_nd_0011.npy,gen0159_A_nd_0011.npy
159,12,54.6965,892.173,gen0159_theta_nd_0012.npy,gen0159_A_nd_0012.npy
159,13,48.2659,879.99,gen0159_theta_nd_0013.npy,gen0159_A_nd_0013.npy
159,14,52.6241,888.563,gen0159_theta_nd_0014.npy,gen0159_A_nd_0014.npy
159,15,57.0992,896.885,gen0159_theta_nd_0015.npy,gen0159_A_nd_0015.npy
159,16,52.0355,887.436,gen0159_theta_nd_0016.npy,gen0159_A_nd_0016.npy
159,17,60.1959,902.508,gen0159_theta_nd_0017.npy,gen0159_A_nd_0017.npy
159,18,56.0595,894.956,gen0159_theta_nd_0018.npy,gen0159_A_nd_0018.npy
159,19,51.3608,886.149,gen0159_theta_nd_0019.npy,gen0159_A_nd_0019.npy
159,20,63.0902,907.504,gen0159_theta_nd_0020.npy,gen0159_A_nd_0020.npy
159,21,59.9082,901.914,gen0159_theta_nd_0021.npy,gen0159_A_nd_0021.npy
159,22,50.4497,884.069,gen0159_theta_nd_0022.npy,gen0159_A_nd_0022.npy
159,23,49.6589,882.539,gen0159_theta_nd_0023.npy,gen0159_A_nd_0023.npy
159,24,59.214,900.888,gen0159_theta_nd_0024.npy,gen0159_A_nd_0024.npy
159,25,62.5377,906.838,gen0159_theta_nd_0025.npy,gen0159_A_nd_0025.npy
159,26,60.4115,902.904,gen0159_theta_nd_0026.npy,gen0159_A_nd_0026.npy
159,27,49.4598,881.937,gen0159_theta_nd_0027.npy,gen0159_A_nd_0027.npy
159,28,50.7548,884.998,gen0159_theta_nd_0028.npy,gen0159_A_nd_0028.npy
159,29,61.6312,905.055,gen0159_theta_nd_0029.npy,gen0159_A_nd_0029.npy
159,30,48.7049,880.577,gen0159_theta_nd_0030.npy,gen0159_A_nd_0030.npy
159,31,58.9873,900.074,gen0159_theta_nd_0031.npy,gen0159_A_nd_0031.npy
159,32,52.4189,888.185,gen0159_theta_nd_0032.npy,gen0159_A_nd_0032.npy
159,33,47.0587,879.343,gen0159_theta_nd_0033.npy,gen0159_A_nd_0033.npy
159,34,56.9477,896.516,gen0159_theta_nd_0034.npy,gen0159_A_nd_0034.npy
159,35,63.7601,908.776,gen0159_theta_nd_0035.npy,gen0159_A_nd_0035.npy
159,36,55.0008,892.797,gen0159_theta_nd_0036.npy,gen0159_A_nd_0036.npy
159,37,56.6252,895.665,gen0159_theta_nd_0037.npy,gen0159_A_nd_0037.npy
159,38,58.5639,899.781,gen0159_theta_nd_0038.npy,gen0159_A_nd_0038.npy
159,39,54.5066,891.753,gen0159_theta_nd_0039.npy,gen0159_A_nd_0039.npy
159,40,51.7422,887.11,gen0159_theta_nd_0040.npy,gen0159_A_nd_0040.npy
159,41,52.858,889.074,gen0159_theta_nd_0041.npy,gen0159_A_nd_0041.npy
159,42,64.3475,909.429,gen0159_theta_nd_0042.npy,gen0159_A_nd_0042.npy
159,43,49.9767,882.995,gen0159_theta_nd_0043.npy,gen0159_A_nd_0043.npy
159,44,49.0084,880.849,gen0159_theta_nd_0044.npy,gen0159_A_nd_0044.npy
159,45,60.7296,903.751,gen0159_theta_nd_0045.npy,gen0159_A_nd_0045.npy
159,46,63.4443,908.244,gen0159_theta_nd_0046.npy,gen0159_A_nd_0046.npy
159,47,51.0234,885.561,gen0159_theta_nd_0047.npy,gen0159_A_nd_0047.npy
159,48,46.428,878.659,gen0159_theta_nd_0048.npy,gen0159_A_nd_0048.npy
159,49,57.7813,897.958,gen0159_theta_nd_0049.npy,gen0159_A_nd_0049.npy
159,50,58.4238,899.069,gen0159_theta_nd_0050.npy,gen0159_A_nd_0050.npy
159,51,62.8306,907.162,gen0159_theta_nd_0051.npy,gen0159_A_nd_0051.npy
159,52,60.9395,904.052,gen0159_theta_nd_0052.npy,gen0159_A_nd_0052.npy
159,53,59.4808,901.566,gen0159_theta_nd_0053.npy,gen0159_A_nd_0053.npy
159,54,50.6845,884.701,gen0159_theta_nd_0054.npy,gen0159_A_nd_0054.npy
159,55,51.7007,886.586,gen0159_theta_nd_0055.npy,gen0159_A_nd_0055.npy
159,56,49.2315,881.54,gen0159_theta_nd_0056.npy,gen0159_A_nd_0056.npy
159,57,55.4607,893.948,gen0159_theta_nd_0057.npy,gen0159_A_nd_0057.npy
159,58,57.4789,897.558,gen0159_theta_nd_0058.npy,gen0159_A_nd_0058.npy
159,59,60.3968,902.822,gen0159_theta_nd_0059.npy,gen0159_A_nd_0059.npy
159,60,51.1719,885.637,gen0159_theta_nd_0060.npy,gen0159_A_nd_0060.npy
160,0,63.7601,908.776,gen0160_theta_nd_0000.npy,gen0160_A_nd_0000.npy
160,1,58.9873,900.074,gen0160_theta_nd_0001.npy,gen0160_A_nd_0001.npy
160,2,48.2898,879.908,gen0160_theta_nd_0002.npy,gen0160_A_nd_0002.npy
160,3,48.5961,880.169,gen0160_theta_nd_0003.npy,gen0160_A_nd_0003.npy
160,4,52.3719,888.165,gen0160_theta_nd_0004.npy,gen0160_A_nd_0004.npy
160,5,50.4497,884.069,gen0160_theta_nd_0005.npy,gen0160_A_nd_0005.npy
160,6,62.8306,907.162,gen0160_theta_nd_0006.npy,gen0160_A_nd_0006.npy
160,7,57.827,898.289,gen0160_theta_nd_0007.npy,gen0160_A_nd_0007.npy
160,8,51.7007,886.586,gen0160_theta_nd_0008.npy,gen0160_A_nd_0008.npy
160,9,54.0492,891.173,gen0160_theta_nd_0009.npy,gen0160_A_nd_0009.npy
160,10,59.2477,900.926,gen0160_theta_nd_0010.npy,gen0160_A_nd_0010.npy
160,11,61.6312,905.055,gen0160_theta_nd_0011.npy,gen0160_A_nd_0011.npy
160,12,60.1959,902.508,gen0160_theta_nd_0012.npy,gen0160_A_nd_0012.npy
160,13,49.4598,881.937,gen0160_theta_nd_0013.npy,gen0160_A_nd_0013.npy
160,14,58.6564,899.785,gen0160_theta_nd_0014.npy,gen0160_A_nd_0014.npy
160,15,57.05,896.695,gen0160_theta_nd_0015.npy,gen0160_A_nd_0015.npy
160,16,55.7736,893.71,gen0160_theta_nd_0016.npy,gen0160_A_nd_0016.npy
160,17,55.3168,892.938,gen0160_theta_nd_0017.npy,gen0160_A_nd_0017.npy
160,18,48.9883,880.797,gen0160_theta_nd_0018.npy,gen0160_A_nd_0018.npy
160,19,58.4238,899.069,gen0160_theta_nd_0019.npy,gen0160_A_nd_0019.npy
160,20,54.5066,891.753,gen0160_theta_nd_0020.npy,gen0160_A_nd_0020.npy
160,21,62.2353,905.673,gen0160_theta_nd_0021.npy,gen0160_A_nd_0021.npy
160,22,55.9709,894.153,gen0160_theta_nd_0022.npy,gen0160_A_nd_0022.npy
160,23,50.7548,884.998,gen0160_theta_nd_0023.npy,gen0160_A_nd_0023.npy
160,24,62.5377,906.838,gen0160_theta_nd_0024.npy,gen0160_A_nd_0024.npy
160,25,57.6017,897.69,gen0160_theta_nd_0025.npy,gen0160_A_nd_0025.npy
160,26,63.4443,908.244,gen0160_theta_nd_0026.npy,gen0160_A_nd_0026.npy
160,27,60.9395,904.052,gen0160_theta_nd_0027.npy,gen0160_A_nd_0027.npy
160,28,64.3475,909.429,gen0160_theta_nd_0028.npy,gen0160_A_nd_0028.npy
160,29,57.0992,896.885,gen0160_theta_nd_0029.npy,gen0160_A_nd_0029.npy
160,30,51.0234,885.561,gen0160_theta_nd_0030.npy,gen0160_A_nd_0030.npy
160,31,60.7296,903.751,gen0160_theta_nd_0031.npy,gen0160_A_nd_0031.npy
160,32,63.0902,907.504,gen0160_theta_nd_0032.npy,gen0160_A_nd_0032.npy
160,33,52.9604,889.495,gen0160_theta_nd_0033.npy,gen0160_A_nd_0033.npy
160,34,52.6689,888.683,gen0160_theta_nd_0034.npy,gen0160_A_nd_0034.npy
160,35,60.4115,902.904,gen0160_theta_nd_0035.npy,gen0160_A_nd_0035.npy
160,36,62.0389,905.271,gen0160_theta_nd_0036.npy,gen0160_A_nd_0036.npy
160,37,56.6252,895.665,gen0160_theta_nd_0037.npy,gen0160_A_nd_0037.npy
160,38,51.9399,886.959,gen0160_theta_nd_0038.npy,gen0160_A_nd_0038.npy
160,39,49.5593,882.154,gen0160_theta_nd_0039.npy,gen0160_A_nd_0039.npy
160,40,46.7081,878.336,gen0160_theta_nd_0040.npy,gen0160_A_nd_0040.npy
160,41,59.9082,901.914,gen0160_theta_nd_0041.npy,gen0160_A_nd_0041.npy
160,42,61.4037,904.504,gen0160_theta_nd_0042.npy,gen0160_A_nd_0042.npy
160,43,53.1141,889.767,gen0160_theta_nd_0043.npy,gen0160_A_nd_0043.npy
160,44,56.4739,895.478,gen0160_theta_nd_0044.npy,gen0160_A_nd_0044.npy
160,45,53.6929,890.818,gen0160_theta_nd_0045.npy,gen0160_A_nd_0045.npy
160,46,52.0355,887.436,gen0160_theta_nd_0046.npy,gen0160_A_nd_0046.npy
160,47,55.0093,892.761,gen0160_theta_nd_0047.npy,gen0160_A_nd_0047.npy
160,48,49.9159,882.787,gen0160_theta_nd_0048.npy,gen0160_A_nd_0048.npy
160,49,54.6965,892.173,gen0160_theta_nd_0049.npy,gen0160_A_nd_0049.npy
160,50,50.0824,883.433,gen0160_theta_nd_0050.npy,gen0160_A_nd_0050.npy
160,51,49.2315,881.54,gen0160_theta_nd_0051.npy,gen0160_A_nd_0051.npy
160,52,59.4808,901.566,gen0160_theta_nd_0052.npy,gen0160_A_nd_0052.npy
160,53,53.2953,890.449,gen0160_theta_nd_0053.npy,gen0160_A_nd_0053.npy
160,54,51.3608,886.149,gen0160_theta_nd_0054.npy,gen0160_A_nd_0054.npy
160,55,56.0595,894.956,gen0160_theta_nd_0055.npy,gen0160_A_nd_0055.npy
160,56,47.7367,879.076,gen0160_theta_nd_0056.npy,gen0160_A_nd_0056.npy
160,57,52.4189,888.185,gen0160_theta_nd_0057.npy,gen0160_A_nd_0057.npy
160,58,60.3968,902.822,gen0160_theta_nd_0058.npy,gen0160_A_nd_0058.npy
160,59,51.842,886.876,gen0160_theta_nd_0059.npy,gen0160_A_nd_0059.npy
160,60,56.2662,894.967,gen0160_theta_nd_0060.npy,gen0160_A_nd_0060.npy
161,0,46.7081,878.336,gen0161_theta_nd_0000.npy,gen0161_A_nd_0000.npy
161,1,51.3608,886.149,gen0161_theta_nd_0001.npy,gen0161_A_nd_0001.npy
161,2,55.7736,893.71,gen0161_theta_nd_0002.npy,gen0161_A_nd_0002.npy
161,3,63.4443,908.244,gen0161_theta_nd_0003.npy,gen0161_A_nd_0003.npy
161,4,58.6564,899.785,gen0161_theta_nd_0004.npy,gen0161_A_nd_0004.npy
161,5,52.3719,888.165,gen0161_theta_nd_0005.npy,gen0161_A_nd_0005.npy
161,6,57.827,898.289,gen0161_theta_nd_0006.npy,gen0161_A_nd_0006.npy
161,7,54.1767,890.911,gen0161_theta_nd_0007.npy,gen0161_A_nd_0007.npy
161,8,49.0875,881.361,gen0161_theta_nd_0008.npy,gen0161_A_nd_0008.npy
161,9,53.6929,890.818,gen0161_theta_nd_0009.npy,gen0161_A_nd_0009.npy
161,10,52.6689,888.683,gen0161_theta_nd_0010.npy,gen0161_A_nd_0010.npy
161,11,51.653,886.49,gen0161_theta_nd_0011.npy,gen0161_A_nd_0011.npy
161,12,62.5096,906.007,gen0161_theta_nd_0012.npy,gen0161_A_nd_0012.npy
161,13,61.0564,903.954,gen0161_theta_nd_0013.npy,gen0161_A_nd_0013.npy
161,14,56.6252,895.665,gen0161_theta_nd_0014.npy,gen0161_A_nd_0014.npy
161,15,49.4598,881.937,gen0161_theta_nd_0015.npy,gen0161_A_nd_0015.npy
161,16,53.0129,889.111,gen0161_theta_nd_0016.npy,gen0161_A_nd_0016.npy
161,17,55.0093,892.761,gen0161_theta_nd_0017.npy,gen0161_A_nd_0017.npy
161,18,47.7367,879.076,gen0161_theta_nd_0018.npy,gen0161_A_nd_0018.npy
161,19,50.0824,883.433,gen0161_theta_nd_0019.npy,gen0161_A_nd_0019.npy
161,20,60.4115,902.904,gen0161_theta_nd_0020.npy,gen0161_A_nd_0020.npy
161,21,63.7601,908.776,gen0161_theta_nd_0021.npy,gen0161_A_nd_0021.npy
161,22,63.0902,907.504,gen0161_theta_nd_0022.npy,gen0161_A_nd_0022.npy
161,23,59.6475,901.286,gen0161_theta_nd_0023.npy,gen0161_A_nd_0023.npy
161,24,59.9082,901.914,gen0161_theta_nd_0024.npy,gen0161_A_nd_0024.npy
161,25,55.3168,892.938,gen0161_theta_nd_0025.npy,gen0161_A_nd_0025.npy
161,26,54.5066,891.753,gen0161_theta_nd_0026.npy,gen0161_A_nd_0026.npy
161,27,53.2571,889.474,gen0161_theta_nd_0027.npy,gen0161_A_nd_0027.npy
161,28,62.2353,905.673,gen0161_theta_nd_0028.npy,gen0161_A_nd_0028.npy
161,29,58.1392,898.556,gen0161_theta_nd_0029.npy,gen0161_A_nd_0029.npy
161,30,54.6965,892.173,gen0161_theta_nd_0030.npy,gen0161_A_nd_0030.npy
161,31,49.5593,882.154,gen0161_theta_nd_0031.npy,gen0161_A_nd_0031.npy
161,32,52.0355,887.436,gen0161_theta_nd_0032.npy,gen0161_A_nd_0032.npy
161,33,53.2953,890.449,gen0161_theta_nd_0033.npy,gen0161_A_nd_0033.npy
161,34,58.4238,899.069,gen0161_theta_nd_0034.npy,gen0161_A_nd_0034.npy
161,35,57.6017,897.69,gen0161_theta_nd_0035.npy,gen0161_A_nd_0035.npy
161,36,60.1959,902.508,gen0161_theta_nd_0036.npy,gen0161_A_nd_0036.npy
161,37,62.0389,905.271,gen0161_theta_nd_0037.npy,gen0161_A_nd_0037.npy
161,38,56.2039,894.944,gen0161_theta_nd_0038.npy,gen0161_A_nd_0038.npy
161,39,60.7296,903.751,gen0161_theta_nd_0039.npy,gen0161_A_nd_0039.npy
161,40,48.5961,880.169,gen0161_theta_nd_0040.npy,gen0161_A_nd_0040.npy
161,41,58.9873,900.074,gen0161_theta_nd_0041.npy,gen0161_A_nd_0041.npy
161,42,51.0234,885.561,gen0161_theta_nd_0042.npy,gen0161_A_nd_0042.npy
161,43,48.9883,880.797,gen0161_theta_nd_0043.npy,gen0161_A_nd_0043.npy
161,44,57.1747,897.193,gen0161_theta_nd_0044.npy,gen0161_A_nd_0044.npy
161,45,59.2477,900.926,gen0161_theta_nd_0045.npy,gen0161_A_nd_0045.npy
161,46,48.2898,879.908,gen0161_theta_nd_0046.npy,gen0161_A_nd_0046.npy
161,47,50.4497,884.069,gen0161_theta_nd_0047.npy,gen0161_A_nd_0047.npy
161,48,61.6312,905.055,gen0161_theta_nd_0048.npy,gen0161_A_nd_0048.npy
161,49,62.8306,907.162,gen0161_theta_nd_0049.npy,gen0161_A_nd_0049.npy
161,50,50.7548,884.998,gen0161_theta_nd_0050.npy,gen0161_A_nd_0050.npy
161,51,61.4102,904.474,gen0161_theta_nd_0051.npy,gen0161_A_nd_0051.npy
161,52,51.9399,886.959,gen0161_theta_nd_0052.npy,gen0161_A_nd_0052.npy
161,53,55.9709,894.153,gen0161_theta_nd_0053.npy,gen0161_A_nd_0053.npy
161,54,56.4739,895.478,gen0161_theta_nd_0054.npy,gen0161_A_nd_0054.npy
161,55,57.05,896.695,gen0161_theta_nd_0055.npy,gen0161_A_nd_0055.npy
161,56,49.9159,882.787,gen0161_theta_nd_0056.npy,gen0161_A_nd_0056.npy
161,57,64.3475,909.429,gen0161_theta_nd_0057.npy,gen0161_A_nd_0057.npy
161,58,58.9626,900.051,gen0161_theta_nd_0058.npy,gen0161_A_nd_0058.npy
161,59,48.7435,880.62,gen0161_theta_nd_0059.npy,gen0161_A_nd_0059.npy
161,60,49.2315,881.54,gen0161_theta_nd_0060.npy,gen0161_A_nd_0060.npy
162,0,55.7736,893.71,gen0162_theta_nd_0000.npy,gen0162_A_nd_0000.npy
162,1,63.7601,908.776,gen0162_theta_nd_0001.npy,gen0162_A_nd_0001.npy
162,2,64.3475,909.429,gen0162_theta_nd_0002.npy,gen0162_A_nd_0002.npy
162,3,53.344,890.051,gen0162_theta_nd_0003.npy,gen0162_A_nd_0003.npy
162,4,50.7548,884.998,gen0162_theta_nd_0004.npy,gen0162_A_nd_0004.npy
162,5,56.7186,895.92,gen0162_theta_nd_0005.npy,gen0162_A_nd_0005.npy
162,6,52.6689,888.683,gen0162_theta_nd_0006.npy,gen0162_A_nd_0006.npy
162,7,48.9883,880.797,gen0162_theta_nd_0007.npy,gen0162_A_nd_0007.npy
162,8,62.2353,905.673,gen0162_theta_nd_0008.npy,gen0162_A_nd_0008.npy
162,9,55.0093,892.761,gen0162_theta_nd_0009.npy,gen0162_A_nd_0009.npy
162,10,51.228,885.536,gen0162_theta_nd_0010.npy,gen0162_A_nd_0010.npy
162,11,60.4115,902.904,gen0162_theta_nd_0011.npy,gen0162_A_nd_0011.npy
162,12,57.1747,897.193,gen0162_theta_nd_0012.npy,gen0162_A_nd_0012.npy
162,13,54.5066,891.753,gen0162_theta_nd_0013.npy,gen0162_A_nd_0013.npy
162,14,59.6475,901.286,gen0162_theta_nd_0014.npy,gen0162_A_nd_0014.npy
162,15,46.7081,878.336,gen0162_theta_nd_0015.npy,gen0162_A_nd_0015.npy
162,16,54.6965,892.173,gen0162_theta_nd_0016.npy,gen0162_A_nd_0016.npy
162,17,58.9873,900.074,gen0162_theta_nd_0017.npy,gen0162_A_nd_0017.npy
162,18,57.827,898.289,gen0162_theta_nd_0018.npy,gen0162_A_nd_0018.npy
162,19,59.9082,901.914,gen0162_theta_nd_0019.npy,gen0162_A_nd_0019.npy
162,20,58.4238,899.069,gen0162_theta_nd_0020.npy,gen0162_A_nd_0020.npy
162,21,63.4443,908.244,gen0162_theta_nd_0021.npy,gen0162_A_nd_0021.npy
162,22,49.9159,882.787,gen0162_theta_nd_0022.npy,gen0162_A_nd_0022.npy
162,23,62.8306,907.162,gen0162_theta_nd_0023.npy,gen0162_A_nd_0023.npy
162,24,51.9399,886.959,gen0162_theta_nd_0024.npy,gen0162_A_nd_0024.npy
162,25,53.0129,889.111,gen0162_theta_nd_0025.npy,gen0162_A_nd_0025.npy
162,26,61.0564,903.954,gen0162_theta_nd_0026.npy,gen0162_A_nd_0026.npy
162,27,51.3608,886.149,gen0162_theta_nd_0027.npy,gen0162_A_nd_0027.npy
162,28,49.5593,882.154,gen0162_theta_nd_0028.npy,gen0162_A_nd_0028.npy
162,29,58.6745,899.971,gen0162_theta_nd_0029.npy,gen0162_A_nd_0029.npy
162,30,47.7367,879.076,gen0162_theta_nd_0030.npy,gen0162_A_nd_0030.npy
162,31,49.4598,881.937,gen0162_theta_nd_0031.npy,gen0162_A_nd_0031.npy
162,32,56.4667,895.267,gen0162_theta_nd_0032.npy,gen0162_A_nd_0032.npy
162,33,54.1767,890.911,gen0162_theta_nd_0033.npy,gen0162_A_nd_0033.npy
162,34,52.2493,887.591,gen0162_theta_nd_0034.npy,gen0162_A_nd_0034.npy
162,35,62.5096,906.007,gen0162_theta_nd_0035.npy,gen0162_A_nd_0035.npy
162,36,60.7296,903.751,gen0162_theta_nd_0036.npy,gen0162_A_nd_0036.npy
162,37,50.4497,884.069,gen0162_theta_nd_0037.npy,gen0162_A_nd_0037.npy
162,38,59.2477,900.926,gen0162_theta_nd_0038.npy,gen0162_A_nd_0038.npy
162,39,57.05,896.695,gen0162_theta_nd_0039.npy,gen0162_A_nd_0039.npy
162,40,55.9709,894.153,gen0162_theta_nd_0040.npy,gen0162_A_nd_0040.npy
162,41,51.653,886.49,gen0162_theta_nd_0041.npy,gen0162_A_nd_0041.npy
162,42,48.5961,880.169,gen0162_theta_nd_0042.npy,gen0162_A_nd_0042.npy
162,43,56.2039,894.944,gen0162_theta_nd_0043.npy,gen0162_A_nd_0043.npy
162,44,53.6929,890.818,gen0162_theta_nd_0044.npy,gen0162_A_nd_0044.npy
162,45,61.4102,904.474,gen0162_theta_nd_0045.npy,gen0162_A_nd_0045.npy
162,46,55.3168,892.938,gen0162_theta_nd_0046.npy,gen0162_A_nd_0046.npy
162,47,61.6312,905.055,gen0162_theta_nd_0047.npy,gen0162_A_nd_0047.npy
162,48,60.1959,902.508,gen0162_theta_nd_0048.npy,gen0162_A_nd_0048.npy
162,49,50.0824,883.433,gen0162_theta_nd_0049.npy,gen0162_A_nd_0049.npy
162,50,63.1888,907.682,gen0162_theta_nd_0050.npy,gen0162_A_nd_0050.npy
162,51,52.3719,888.165,gen0162_theta_nd_0051.npy,gen0162_A_nd_0051.npy
162,52,49.0875,881.361,gen0162_theta_nd_0052.npy,gen0162_A_nd_0052.npy
162,53,48.4293,879.799,gen0162_theta_nd_0053.npy,gen0162_A_nd_0053.npy
162,54,62.0389,905.271,gen0162_theta_nd_0054.npy,gen0162_A_nd_0054.npy
162,55,57.6017,897.69,gen0162_theta_nd_0055.npy,gen0162_A_nd_0055.npy
162,56,58.1392,898.556,gen0162_theta_nd_0056.npy,gen0162_A_nd_0056.npy
162,57,53.2571,889.474,gen0162_theta_nd_0057.npy,gen0162_A_nd_0057.npy
162,58,58.6564,899.785,gen0162_theta_nd_0058.npy,gen0162_A_nd_0058.npy
162,59,50.8747,885.344,gen0162_theta_nd_0059.npy,gen0162_A_nd_0059.npy
162,60,48.7435,880.62,gen0162_theta_nd_0060.npy,gen0162_A_nd_0060.npy
163,0,57.827,898.289,gen0163_theta_nd_0000.npy,gen0163_A_nd_0000.npy
163,1,63.4443,908.244,gen0163_theta_nd_0001.npy,gen0163_A_nd_0001.npy
163,2,48.4293,879.799,gen0163_theta_nd_0002.npy,gen0163_A_nd_0002.npy
163,3,64.3475,909.429,gen0163_theta_nd_0003.npy,gen0163_A_nd_0003.npy
163,4,48.9883,880.797,gen0163_theta_nd_0004.npy,gen0163_A_nd_0004.npy
163,5,58.9873,900.074,gen0163_theta_nd_0005.npy,gen0163_A_nd_0005.npy
163,6,53.0129,889.111,gen0163_theta_nd_0006.npy,gen0163_A_nd_0006.npy
163,7,63.7601,908.776,gen0163_theta_nd_0007.npy,gen0163_A_nd_0007.npy
163,8,59.2477,900.926,gen0163_theta_nd_0008.npy,gen0163_A_nd_0008.npy
163,9,62.0389,905.271,gen0163_theta_nd_0009.npy,gen0163_A_nd_0009.npy
163,10,63.1888,907.682,gen0163_theta_nd_0010.npy,gen0163_A_nd_0010.npy
163,11,49.1673,881.346,gen0163_theta_nd_0011.npy,gen0163_A_nd_0011.npy
163,12,55.0093,892.761,gen0163_theta_nd_0012.npy,gen0163_A_nd_0012.npy
163,13,53.2571,889.474,gen0163_theta_nd_0013.npy,gen0163_A_nd_0013.npy
163,14,50.7548,884.998,gen0163_theta_nd_0014.npy,gen0163_A_nd_0014.npy
163,15,59.6475,901.286,gen0163_theta_nd_0015.npy,gen0163_A_nd_0015.npy
163,16,50.4497,884.069,gen0163_theta_nd_0016.npy,gen0163_A_nd_0016.npy
163,17,50.0824,883.433,gen0163_theta_nd_0017.npy,gen0163_A_nd_0017.npy
163,18,57.1747,897.193,gen0163_theta_nd_0018.npy,gen0163_A_nd_0018.npy
163,19,55.7736,893.71,gen0163_theta_nd_0019.npy,gen0163_A_nd_0019.npy
163,20,57.6017,897.69,gen0163_theta_nd_0020.npy,gen0163_A_nd_0020.npy
163,21,47.1545,878.687,gen0163_theta_nd_0021.npy,gen0163_A_nd_0021.npy
